,decision,created_at,id,id_str,full_text,source,retweet_count,favorite_count,reply,username_length,user_location
1031,enabling context,2021-05-07 13:55:14+00:00,1390666536084545543,1390666536084545543,"Our coral reefs are under the threat of climate change. At a @NRDEMS Water, Oceans, &amp; Wildlife subcommittee hearing on the bipartisan #RestoringResilientReefsAct, I emphasized the importance of protecting our reefs from coral bleaching, coral tissue loss disease, &amp; other issues. https://t.co/udJ3O4qxMv",Twitter for iPhone,6,17,FALSE,13,United States
1032,buzz,2021-05-07 13:02:08+00:00,1390653173988274179,1390653173988274179,"With bacteria against #coral bleaching. New probiotic approaches could protect corals against heat stress develops at #GEOMAR
https://t.co/4fqpii32xk https://t.co/xHPKYDi3Vl",Twitter Web App,28,79,FALSE,9,Germany
1033,buzz,2021-05-07 11:50:35+00:00,1390635169351143427,1390635169351143427,Mars announces world’s largest coral restoration programme - Climate Action https://t.co/OGIULPidVK #coralreefs,Twitter Web App,0,0,FALSE,10,Unknown
1034,buzz,2021-05-07 08:38:26+00:00,1390586810200379394,1390586810200379394,"The @ShebaBrand cat food brand is spurring action with their new coral restoration project and the SHEBA Hope Reef in their new campaign 🐟

Click the link to find out more 👇
https://t.co/ZhDnzZc1zu",Twitter Web App,0,9,FALSE,13,Unknown
1035,enabling context,2021-05-07 07:41:18+00:00,1390572431882993666,1390572431882993666,"The 2014
2017 global-scale coral bleaching event: insights and impacts: https://t.co/mDEfeNA6VB",IFTTT,0,0,FALSE,9,United States
1036,enabling context,2021-05-07 07:41:16+00:00,1390572425235025922,1390572425235025922,The relentless march of mass coral bleaching: a global perspective of changing heat stress: https://t.co/4S0bX2KDjf,IFTTT,0,0,FALSE,9,United States
1037,buzz,2021-05-07 02:48:41+00:00,1390498796090531852,1390498796090531852,Great learning about 8000 km of Australia's  #GreatSouthernReef Ocean warming is one of the most significant threats to temperate marine ecosystems. It is easy to miss the changes to underwater ecosystems @OperationCrayweed is one positive #restoration project raising awareness https://t.co/d1pjIKN6xj,Twitter Web App,3,8,FALSE,11,Australia
1038,invitation,2021-05-07 02:27:02+00:00,1390493348226547713,1390493348226547713,"Our Dive and Snorkel programs are an unforgettable experience.

We offer you a remarkable day of coral restoration, designed to suit all levels, letting all ocean lovers have a positive impact!

Join us at https://t.co/kU5M8ta3aC 

📷 : Madalen Howard/CRF™ https://t.co/6izj0kcopO",Sprout Social,1,9,FALSE,8,United States
1039,enabling context,2021-05-07 00:00:36+00:00,1390456494366277644,1390456494366277644,"Strong negative impacts from warming waters become apparent after four generations of fish, new data from #Pewmarinefellow @AstaAudzi finds

“This suggest that we might be underestimating the possible impacts of climate change on some fisheries stocks.” https://t.co/3SpB0uyJuq",Hootsuite Inc.,7,15,FALSE,14,United States
1040,enabling context,2021-05-06 23:00:29+00:00,1390441366719713281,1390441366719713281,"Through natural biogeochemical cycling, mangroves are known to increase the alkalinity (decreasing ocean acidification) of adjacent waters surrounding these ecosystems, mitigating coral bleaching and calcium carbonate level drop. https://t.co/3OzuwuMka5",Twitter Web App,0,2,TRUE,15,Unknown
1041,buzz,2021-05-06 23:00:01+00:00,1390441250264731648,1390441250264731648,.@AMV_BBDO and @ShebaBrand's dramatic satellite images reveal a beacon of hope - the letters H-O-P-E spelled with regrown coral. https://t.co/lw1Jx2n1sM https://t.co/uresxbwgHc,TweetDeck,0,1,FALSE,9,United Kingdom
1042,buzz,2021-05-06 21:41:01+00:00,1390421366747316225,1390421366747316225,Happy birthday to this babe @E_Hud also check out her cool work over at Coral Restoration Foundation in the keys where she saves the world one pretty lil coral at a time https://t.co/BvetPWQpWj,Twitter for iPhone,0,0,FALSE,12,Unknown
1043,enabling context,2021-05-06 20:40:05+00:00,1390406032560513024,1390406032560513024,"According to the Reef Resilience Network, the fate of a stressed #coralreef is influenced by 3 key ecological attributes: resistance, tolerance, and recovery. Read more about these attributes below.

Stay tuned for next week’s coral bleaching fact! #AllenCoralAtlas #saveourreefs https://t.co/iNgtHE0s0M",Twitter Web App,4,5,FALSE,15,Unknown
1044,enabling context,2021-05-06 20:25:00+00:00,1390402236346470409,1390402236346470409,#CoralReefs face many threats to their survival including ocean warming and bleaching. Watch a short video here to learn more: https://t.co/VnBAKnXEvz https://t.co/cG5Wp3oPER,Twitter Web App,5,11,FALSE,9,United States
1045,desirability,2021-05-06 19:18:31+00:00,1390385505829851137,1390385505829851137,"Let's face it.
It was then or never.
Our planet is releasing more carbon dioxide right now than we humans were able to in the last 140 years.
- Amazon Rainforest (net source)
- Peat fires (big source)
- Wild fires (no recover)
- Ocean warming (saturation)

https://t.co/fG7jpPVIvF",Twitter for Android,31,64,FALSE,6,Unknown
1046,buzz,2021-05-06 18:56:15+00:00,1390379903770636288,1390379903770636288,Thank you @cordioea  -  The last WIO coral bleaching alert of the 2021 season is now available https://t.co/ZcAjHhv3Cf,Twitter Web App,0,1,FALSE,15,Unknown
1047,buzz,2021-05-06 18:47:00+00:00,1390377574002434048,1390377574002434048,University of Essex plays part in the world's largest coral restoration programme https://t.co/b9aZpn51jP https://t.co/oeH6ZFp01U,TweetDeck,2,7,FALSE,8,United Kingdom
1048,enabling context,2021-05-06 18:26:18+00:00,1390372366816096260,1390372366816096260,"Researchers assess the damage caused by a crown-of-thorns starfish (Acanthaster cf. solaris) outbreak to restored corals in the southern Gulf of California, Mexico. 
@Paulina49712625 #coral #restoration #crownofthorns #Acanthaster #Pacific #Mexico

https://t.co/ovboOkYzRu https://t.co/lJ6Q0qZmDn",Twitter Web App,1,2,FALSE,10,United States
1049,invitation,2021-05-06 18:00:05+00:00,1390365769859584001,1390365769859584001,"Join us tonight at 7 EDT for an exciting conversation about #climatefiction via @booksandbookskw, cosponsored by the Coral Restoration Foundation @coralcrf.  @2021Debuts @Climate_Writers https://t.co/BB3aoUcTUa",Twitter for iPhone,2,2,FALSE,12,United States
1050,enabling context,2021-05-06 16:33:31+00:00,1390343983793152007,1390343983793152007,"Antarctica may contribute more than 1 m of sea-level rise by 2100 &amp; &gt; than 15 m by 2500, if emissions continue unabated; atmospheric warming will soon become the dominant driver of ice loss, but prolonged ocean warming will delay its recovery for thousands of years. - Nature .com",Twitter Web App,0,0,FALSE,15,Unknown
1051,invitation,2021-05-06 16:11:59+00:00,1390338564198649867,1390338564198649867,"Tonight is the night! Join @juliecardalt @Angie_Hockman @HolroydeClaire for a panel on #climatefiction hosted by @booksandbookskw and sponsored by Coral Restoration Foundation @coralcrf  Register:
https://t.co/MbipP8HacU https://t.co/4TBaI25WxO",Twitter Web App,4,9,FALSE,14,United States
1052,desirability,2021-05-06 16:05:05+00:00,1390336827966595076,1390336827966595076,"Little is known about marine heat waves like when or how intense they will strike, but they can have devastating effects from coral bleaching to ecosystem collapse and they're getting worse.

#marinescience #marineheatwaves #climatechange https://t.co/QItSht5ZI2",Hootsuite Inc.,0,0,FALSE,8,United States
1053,desirability,2021-05-06 16:02:47+00:00,1390336247349010432,1390336247349010432,"Watching a coral reef die as climate change devastates one of the most pristine tropical island areas on Earth | ""We’re at the point now that some places in the world are anticipating coral bleaching every couple of years"" 

https://t.co/dq2f6O1P3z",Hootsuite Inc.,0,1,FALSE,14,Unknown
1054,enabling context,2021-05-06 14:47:05+00:00,1390317199777271814,1390317199777271814,"@socratesccost Henry Huse @HuseEnergy Yes, but ocean warming is caused by little CO2 and NOx molecules in the upper atmosphere, GHGs that reduce night time radiation. More solar energy in than radiant energy out = global warming. Ref: https://t.co/0sZnxt22P5",Twitter Web App,0,0,TRUE,10,United States
1055,desirability,2021-05-06 14:43:20+00:00,1390316254578180102,1390316254578180102,"Fact Check: The first pan-tropical coral bleaching event was in 1998, affecting 70% of the world’s coral reefs. Since then, most reefs have bleached 3-4 times. The #GreatBarrierReef bleached severely in 1998, 2002, 2016, 2017 &amp; 2020. https://t.co/hxPGtWZ9E4 https://t.co/gp8mYR6WQt https://t.co/nAuhOUSSS3",Twitter for iPad,36,60,FALSE,15,Australia
1056,buzz,2021-05-06 12:53:03+00:00,1390288498654126089,1390288498654126089,"https://t.co/nW6WnrlHvy
The world’s largest coral restoration program brings the 47 acre Hope Reef back to life
#news #breaking #breakingnews #bbc #bbcnews #today #mundo #liverpool #uk #london https://t.co/pqb1OL9jSb",Buffer,0,0,FALSE,8,Unknown
1057,buzz,2021-05-06 10:41:40+00:00,1390255435807141899,1390255435807141899,"📣 @MarsGlobal and @ShebaBrand have begun work on the world's largest coral restoration programme #HopeGrows 
https://t.co/zt14Gl3GD0",Twitter Web App,0,0,FALSE,15,Unknown
1058,enabling context,2021-05-06 04:17:51+00:00,1390158848166617094,1390158848166617094,We must watch diverse marine protected areas or increase Salmon to advance web-based coral bleaching. Find out more.,OceanCon_Bot,0,0,FALSE,12,United States
1059,can do,2021-05-06 03:08:34+00:00,1390141408711872513,1390141408711872513,"Help boost the Great Barrier Reef’s capacity to recover from coral bleaching and crown-of-thorns starfish with your QUT Giving Day donation. Donate now: https://t.co/tHKDggsBCv
#QUTGivingDay @QUTAlumni #GreatBarrierReef #GBR https://t.co/19npdtFqSP",Twitter Media Studio,0,3,FALSE,3,Australia
1060,buzz,2021-05-06 01:10:19+00:00,1390111653044178946,1390111653044178946,"my MS1 prof passionately talking about her work on coral restoration is just 🥺

love it when people's life work is also their passion.",Twitter Web App,0,2,FALSE,10,Unknown
1061,enabling context,2021-05-06 00:44:26+00:00,1390105137570582535,1390105137570582535,"Maldives underwater coral bleaching tropical paradise
https://t.co/jvmscE6Jdm",Twitter Web App,0,0,FALSE,6,France
1062,enabling context,2021-05-06 00:41:23+00:00,1390104370239447040,1390104370239447040,A global analysis of coral bleaching over the past two decades: https://t.co/mUP6RadeJD,IFTTT,0,0,FALSE,9,United States
1063,enabling context,2021-05-06 00:26:42+00:00,1390100676110438405,1390100676110438405,The 2014 2017 global-scale coral bleaching event: insights and impacts https://t.co/n8OsLnHnnw,WordPress.com,0,0,FALSE,15,Unknown
1064,buzz,2021-05-06 00:21:32+00:00,1390099375632699394,1390099375632699394,I am just finishing my animated feature screenplay about saving the Great Barrier Reef from complete coral bleaching. @LeoDiCaprio I think you would appreciate this script.  #screenwriter #screenwriting #writer #animatedfeature #screenplay #environmentalactivism #climatechange,Twitter for iPhone,1,3,FALSE,15,United States
1065,buzz,2021-05-06 00:05:03+00:00,1390095225436188674,1390095225436188674,"Our coral restoration goals are larger than life! 
This week's Coral Chronicles unveils the work we've been doing in Key West for months! 
Plus, our gene bank is home to over 400 coral genotypes, but what if disaster strikes? Don't worry, we've got backup! https://t.co/W1MsEDbVTz",Sprout Social,4,18,FALSE,8,United States
1066,buzz,2021-05-05 20:07:02+00:00,1390035329957220352,1390035329957220352,"SHEBA unveils world's largest coral restoration program which aims to restore more than 185,000 square meters of coral reefs around the world by 2029.
https://t.co/lg7py03Bgt #Indonesia https://t.co/5JXueheIMC",Buffer,1,7,FALSE,9,United Kingdom
1067,enabling context,2021-05-17 15:41:03+00:00,1394317044926005250,1394317044926005250,"Coral reef resilience differs among islands within the Gulf of Mannar, southeast India, following successive coral bleaching events: https://t.co/yYvqQQoZVx",IFTTT,0,0,FALSE,9,United States
1068,desirability,2021-05-17 15:32:09+00:00,1394314805461323783,1394314805461323783,"""In 2020 for example, ocean heat reached its highest level in recorded history, &amp; it fuels marine heat waves and coral bleaching. The extent of Arctic sea ice also was the second smallest on record dating to 1979. Wildfire and pollen seasons are starting earlier &amp; lasting longer""",Twitter for Android,0,0,TRUE,10,Unknown
1069,desirability,2021-05-17 14:13:13+00:00,1394294942885982208,1394294942885982208,"Pressure changes in the #NorthAtlantic start a strong #ocean warming event, with known historical impacts for the #weather seasons ahead

https://t.co/BrAohzlnjs",Twitter for Android,0,0,FALSE,15,Spain
1070,desirability,2021-05-17 13:48:16+00:00,1394288663081672705,1394288663081672705,Ocean Warming Is Making Equatorial Waters Uninhabitable https://t.co/qiB8gYKFR3,ContentStudio.io,0,0,FALSE,14,United States
1071,enabling context,2021-05-17 13:38:48+00:00,1394286282377809927,1394286282377809927,@ThomasASpencer I recommend following @rocksea for the science. This talk by @rocksea offers a great background on Indian Ocean warming - Climate change in the Indian Ocean and its impacts https://t.co/2dKJ5Bk09u,Twitter for iPhone,0,0,TRUE,9,United States
1072,desirability,2021-05-17 13:00:36+00:00,1394276668802404352,1394276668802404352,"Climate change-induced ocean warming in nesting grounds of Arctic tern bird in the northern Atlantic threatens its existence...

https://t.co/LACYH76r2i
@UN_News_Centre 
#climatechange #migratoryspecies #birds",Twitter Web App,0,0,FALSE,15,Unknown
